TransactionID,Date,ProductID,ProductCategory,Quantity,UnitPrice,Region
100140,2024-01-06,P0025,Groceries,3,8.55,South
100141,2024-01-06,P0043,Electronics,2,550.8,South
100142,2024-01-06,P0085,Apparel,2,76.71,South
100143,2024-01-06,P0002,Sports,3,180.26,North
100144,2024-01-07,P0101,Electronics,2,567.18,West
100145,2024-01-07,P0011,Electronics,2,403.84,East
100146,2024-01-07,P0102,Home & Kitchen,2,91.72,North
100147,2024-01-07,P0026,Beauty,2,8.14,West
100148,2024-01-07,P0044,Sports,3,111.8,West
100149,2024-01-07,P0112,Electronics,2,461.79,North
100150,2024-01-07,P0058,Apparel,3,52.54,West
100151,2024-01-07,P0016,Apparel,1,45.55,North
100152,2024-01-07,P0020,Apparel,2,116.9,East
100153,2024-01-07,P0063,Beauty,2,83.6,West
100154,2024-01-07,P0077,Beauty,3,66.71,South
100155,2024-01-07,P0117,Beauty,3,28.87,North
100156,2024-01-07,P0087,Home & Kitchen,1,28.7,West
100157,2024-01-07,P0028,Groceries,3,13.56,South
100158,2024-01-07,P0038,Electronics,1,567.41,North
100159,2024-01-07,P0014,Apparel,2,47.14,North
100160,2024-01-07,P0105,Sports,1,60.39,East
100161,2024-01-07,P0048,Groceries,5,6.29,East
100162,2024-01-07,P0061,Groceries,2,9.84,North
100163,2024-01-07,P0054,Sports,3,53.03,East
100164,2024-01-07,P0029,Home & Kitchen,2,21.95,West
100165,2024-01-07,P0088,Home & Kitchen,3,92.87,South
100166,2024-01-07,P0008,Beauty,3,78.16,South
100167,2024-01-07,P0049,Groceries,1,2.6,North
100168,2024-01-07,P0085,Apparel,1,76.71,North
100169,2024-01-07,P0049,Groceries,5,2.94,West
100170,2024-01-07,P0001,Groceries,7,0.0,East
100171,2024-01-08,P0030,Electronics,1,291.09,East
100172,2024-01-08,P0036,Beauty,1,25.57,East
100173,2024-01-08,P0015,Apparel,3,113.72,East
100174,2024-01-08,P0073,Electronics,3,732.28,North
100175,2024-01-08,P0081,Beauty,3,59.57,West
100176,2024-01-08,P0025,Groceries,8,8.55,West
100177,2024-01-08,P0079,Apparel,1,107.58,North
100178,2024-01-08,P0033,Electronics,1,218.53,East
100179,2024-01-08,P0047,Apparel,1,45.29,East
100180,2024-01-08,P0011,Electronics,1,403.84,South
100181,2024-01-08,P0065,Apparel,1,38.37,West
100182,2024-01-08,P0067,Electronics,2,613.68,North
100183,2024-01-08,P0015,Apparel,1,113.72,South
100184,2024-01-08,P0006,Electronics,3,410.43,South
100185,2024-01-08,P0068,Beauty,3,52.19,West
100186,2024-01-08,P0109,Apparel,1,108.13,South
100187,2024-01-08,P0115,Home & Kitchen,1,41.36,West
100188,2024-01-08,P0100,Electronics,3,697.47,East
100189,2024-01-08,P0028,Groceries,7,13.04,East
100190,2024-01-08,P0041,Electronics,2,370.09,West
100191,2024-01-08,P0055,Home & Kitchen,1,102.1,East
100192,2024-01-08,P0115,Home & Kitchen,3,41.36,East
100193,2024-01-08,P0048,Groceries,2,6.29,South
100194,2024-01-08,P0067,Electronics,1,675.71,West
100195,2024-01-08,P0093,Beauty,1,60.42,South
100196,2024-01-08,P0076,Home & Kitchen,2,62.14,North
100197,2024-01-08,P0113,Sports,1,102.46,South
100198,2024-01-08,P0013,Beauty,6,15.19,North
100199,2024-01-08,P0102,Home & Kitchen,1,91.72,East
100200,2024-01-08,P0083,Apparel,2,27.78,West
100201,2024-01-09,P0066,Groceries,6,17.18,North
100202,2024-01-09,P0017,Apparel,4,65.95,South
100203,2024-01-09,P0072,Apparel,3,108.69,South
100204,2024-01-09,P0004,Home & Kitchen,1,29.86,South
100205,2024-01-09,P0082,Home & Kitchen,2,26.36,North
100206,2024-01-09,P0018,Groceries,4,18.17,East
100207,2024-01-09,P0065,Apparel,1,38.37,West
100208,2024-01-09,P0051,Sports,2,138.74,North
100209,2024-01-09,P0033,Electronics,3,218.53,West
100210,2024-01-09,P0011,Electronics,2,390.62,East
100211,2024-01-09,P0048,Groceries,6,6.29,North
100212,2024-01-09,P0002,Sports,1,180.26,West
100213,2024-01-09,P0045,Apparel,1,19.93,West
100214,2024-01-09,P0070,Sports,2,55.95,West
100215,2024-01-09,P0057,Electronics,3,589.84,North
100216,2024-01-09,P0081,Beauty,2,59.57,South
100217,2024-01-09,P0043,Electronics,1,550.8,East
100218,2024-01-09,P0081,Beauty,3,59.57,West
100219,2024-01-09,P0096,Groceries,6,7.46,East
100220,2024-01-09,P0032,Electronics,3,282.9,South
100221,2024-01-09,P0098,Groceries,4,19.17,North
100222,2024-01-09,P0075,Home & Kitchen,1,60.77,North
100223,2024-01-09,P0026,Beauty,4,8.14,North
100224,2024-01-09,P0047,Apparel,2,45.29,East
100225,2024-01-09,P0005,Electronics,1,250.9,South
100226,2024-01-09,P0021,Home & Kitchen,5,144.93,East
100227,2024-01-10,P0109,Apparel,1,108.13,West
100228,2024-01-10,P0028,Groceries,6,13.56,South
100229,2024-01-10,P0102,Home & Kitchen,2,91.72,West
100230,2024-01-10,P0117,Beauty,6,28.87,West
100231,2024-01-10,P0093,Beauty,1,54.59,West
100232,2024-01-10,P0088,Home & Kitchen,1,104.57,West
100233,2024-01-10,P0093,Beauty,2,60.42,South
100234,2024-01-10,P0032,Electronics,1,282.9,North
100235,2024-01-10,P0103,Apparel,3,20.3,South
100236,2024-01-10,P0058,Apparel,2,52.54,East
100237,2024-01-10,P0022,Electronics,1,291.21,East
100238,2024-01-10,P0099,Electronics,1,513.73,West
100239,2024-01-10,P0078,Electronics,2,730.03,East
100240,2024-01-10,P0103,Apparel,1,20.3,South
100241,2024-01-10,P0001,Groceries,7,20.57,South
100242,2024-01-10,P0069,Electronics,1,480.16,East
100243,2024-01-11,P0057,Electronics,1,0.0,South
100244,2024-01-11,P0047,Apparel,1,45.29,East
100245,2024-01-11,P0058,Apparel,1,52.54,West
100246,2024-01-11,P0047,Apparel,5,42.2,East
100247,2024-01-11,P0009,Home & Kitchen,1,15.94,South
100248,2024-01-11,P0021,Home & Kitchen,3,144.93,South
100249,2024-01-11,P0039,Home & Kitchen,3,47.08,South
100250,2024-01-11,P0013,Beauty,2,14.65,East
100251,2024-01-11,P0081,Beauty,2,59.57,South
100252,2024-01-11,P0104,Groceries,7,10.46,South
100253,2024-01-11,P0104,Groceries,4,10.46,North
100254,2024-01-11,P0120,Groceries,7,6.07,North
100255,2024-01-11,P0053,Sports,1,107.3,South
100256,2024-01-11,P0118,Apparel,1,11.4,East
100257,2024-01-11,P0039,Home & Kitchen,4,47.08,East
100258,2024-01-11,P0082,Home & Kitchen,2,26.36,West
100259,2024-01-11,P0028,Groceries,6,13.56,South
100260,2024-01-11,P0074,Beauty,3,58.81,North
100261,2024-01-11,P0019,Groceries,3,10.36,North
100262,2024-01-11,P0048,Groceries,3,6.29,North
100263,2024-01-11,P0059,Electronics,2,756.98,East
100264,2024-01-11,P0113,Sports,2,119.61,North
100265,2024-01-11,P0032,Electronics,2,258.86,North
100266,2024-01-11,P0028,Groceries,9,13.56,West
100267,2024-01-11,P0063,Beauty,1,82.49,South
100268,2024-01-11,P0033,Electronics,1,218.53,West
100269,2024-01-12,P0059,Electronics,1,756.98,South
100270,2024-01-12,P0091,Electronics,1,493.14,West
100271,2024-01-12,P0113,Sports,3,119.61,South
100272,2024-01-12,P0102,Home & Kitchen,1,91.72,West
100273,2024-01-12,P0022,Electronics,2,291.21,South
100274,2024-01-12,P0092,Home & Kitchen,1,108.41,South
100275,2024-01-12,P0038,Electronics,1,637.9,West
100276,2024-01-12,P0067,Electronics,2,675.71,South
100277,2024-01-12,P0023,Apparel,2,64.7,West
100278,2024-01-12,P0005,Electronics,1,275.0,West
100279,2024-01-12,P0009,Home & Kitchen,1,15.94,South
100280,2024-01-12,P0087,Home & Kitchen,4,28.7,East
100281,2024-01-12,P0111,Apparel,3,97.43,West
100282,2024-01-12,P0030,Electronics,1,309.48,West
100283,2024-01-12,P0115,Home & Kitchen,1,41.36,East
100284,2024-01-12,P0118,Apparel,1,12.67,East
100285,2024-01-12,P0033,Electronics,1,218.53,East
100286,2024-01-12,P0115,Home & Kitchen,2,41.36,East
100287,2024-01-12,P0039,Home & Kitchen,1,47.08,North
100288,2024-01-12,P0007,Electronics,4,676.25,South
100289,2024-01-12,P0026,Beauty,1,8.14,South
100290,2024-01-12,P0080,Electronics,1,580.62,South
100291,2024-01-12,P0041,Electronics,2,370.09,West
100292,2024-01-12,P0096,Groceries,2,7.46,West
100293,2024-01-12,P0082,Home & Kitchen,2,26.36,East
100294,2024-01-12,P0054,Sports,3,53.03,North
100295,2024-01-12,P0030,Electronics,0,309.48,South
100296,2024-01-13,P0061,Groceries,1,9.84,South
100297,2024-01-13,P0062,Apparel,2,22.48,East
100298,2024-01-13,P0009,Home & Kitchen,1,15.94,North
100299,2024-01-13,P0090,Groceries,6,5.7,South
100300,2024-01-13,P0094,Groceries,7,7.16,South
100301,2024-01-13,P0067,Electronics,2,675.71,North
100302,2024-01-13,P0100,Electronics,1,697.47,West
100303,2024-01-13,P0088,Home & Kitchen,1,104.57,South
100304,2024-01-13,P0063,Beauty,5,83.6,South
100305,2024-01-13,P0029,Home & Kitchen,2,21.95,West
100306,2024-01-13,P0027,Apparel,6,70.24,North
100307,2024-01-13,P0115,Home & Kitchen,1,37.09,North
100308,2024-01-13,P0049,Groceries,5,2.94,East
100309,2024-01-13,P0019,Groceries,7,10.36,North
100310,2024-01-13,P0004,Home & Kitchen,3,29.86,West
100311,2024-01-13,P0120,Groceries,7,6.07,East
100312,2024-01-13,P0086,Apparel,3,11.01,North
100313,2024-01-13,P0040,Groceries,7,18.75,East
100314,2024-01-13,P0022,Electronics,1,291.21,West
100315,2024-01-13,P0046,Home & Kitchen,1,127.77,West
100316,2024-01-13,P0088,Home & Kitchen,1,104.57,North
100317,2024-01-13,P0057,Electronics,2,589.84,North
100318,2024-01-13,P0064,Apparel,3,106.51,North
100319,2024-01-13,P0088,Home & Kitchen,1,104.57,North
100320,2024-01-14,P0040,Groceries,1,18.75,North
100321,2024-01-14,P0056,Sports,1,43.13,South
100322,2024-01-14,P0101,Electronics,1,567.18,East
100323,2024-01-14,P0120,Groceries,4,5.69,South
100324,2024-01-14,P0112,Electronics,1,461.79,South
100325,2024-01-14,P0055,Home & Kitchen,1,102.1,South
100326,2024-01-14,P0115,Home & Kitchen,2,35.94,East
100327,2024-01-14,P0090,Groceries,6,5.7,South
100328,2024-01-14,P0089,Sports,4,10.96,South
100329,2024-01-14,P0039,Home & Kitchen,2,46.05,North
100330,2024-01-14,P0118,Apparel,4,11.48,West
100331,2024-01-14,P0049,Groceries,4,2.94,South
100332,2024-01-14,P0004,Home & Kitchen,1,29.86,West
100333,2024-01-14,P0054,Sports,1,53.03,South
100334,2024-01-14,P0023,Apparel,1,64.7,West
100335,2024-01-14,P0089,Sports,3,10.96,West
100336,2024-01-14,P0082,Home & Kitchen,1,23.21,South
100337,2024-01-14,P0073,Electronics,2,732.28,South
100338,2024-01-14,P0111,Apparel,1,97.43,North
100339,2024-01-14,P0078,Electronics,1,730.03,East
100340,2024-01-14,P0115,Home & Kitchen,1,41.36,North
100341,2024-01-14,P0023,Apparel,2,64.7,South
100342,2024-01-14,P0115,Home & Kitchen,1,41.36,East
100343,2024-01-14,P0017,Apparel,1,67.07,East
100344,2024-01-14,P0086,Apparel,1,11.01,North
100345,2024-01-14,P0119,Sports,2,118.97,West
100346,2024-01-14,P0097,Groceries,4,8.29,East
100347,2024-01-14,P0025,Groceries,2,8.43,East
100348,2024-01-14,P0024,Groceries,3,8.92,East
100349,2024-01-14,P0095,Beauty,3,60.04,East
100350,2024-01-14,P0084,Electronics,1,731.02,South
100351,2024-01-14,P0110,Electronics,1,549.17,North
100352,2024-01-15,P0112,Electronics,1,432.8,North
100353,2024-01-15,P0064,Apparel,2,103.74,West
100354,2024-01-15,P0055,Home & Kitchen,1,102.1,North
100355,2024-01-15,P0104,Groceries,3,10.46,East
100356,2024-01-15,P0054,Sports,2,53.03,North
100357,2024-01-15,P0089,Sports,2,10.96,North
100358,2024-01-15,P0021,Home & Kitchen,1,144.93,West
100359,2024-01-15,P0118,Apparel,1,12.67,South
100360,2024-01-15,P0111,Apparel,1,97.43,West
100361,2024-01-15,P0060,Apparel,1,25.13,East
100362,2024-01-15,P0005,Electronics,1,275.0,East
100363,2024-01-15,P0078,Electronics,1,730.03,North
100364,2024-01-15,P0108,Home & Kitchen,2,68.07,West
100365,2024-01-15,P0017,Apparel,5,67.07,North
100366,2024-01-15,P0080,Electronics,1,650.32,North
100367,2024-01-15,P0118,Apparel,2,12.67,West
100368,2024-01-15,P0103,Apparel,3,20.3,East
100369,2024-01-15,P0043,Electronics,2,550.8,North
100370,2024-01-15,P0006,Electronics,1,410.43,South
100371,2024-01-15,P0084,Electronics,1,731.02,East
100372,2024-01-15,P0096,Groceries,9,7.46,North
100373,2024-01-15,P0097,Groceries,3,9.48,South
100374,2024-01-15,P0025,Groceries,5,8.55,North
100375,2024-01-15,P0116,Beauty,1,66.41,West
100376,2024-01-15,P0081,Beauty,4,55.76,South
100377,2024-01-16,P0006,Electronics,1,410.43,East
100378,2024-01-16,P0118,Apparel,2,12.67,West
100379,2024-01-16,P0104,Groceries,2,10.46,South
100380,2024-01-16,P0090,Groceries,4,5.7,East
100381,2024-01-16,P0037,Apparel,3,83.93,North
100382,2024-01-16,P0029,Home & Kitchen,1,21.95,South
100383,2024-01-16,P0069,Electronics,2,480.16,North
100384,2024-01-16,P0052,Beauty,3,6.41,East
100385,2024-01-16,P0004,Home & Kitchen,1,28.32,South
100386,2024-01-16,P0044,Sports,1,111.8,North
100387,2024-01-16,P0094,Groceries,9,7.16,East
100388,2024-01-16,P0088,Home & Kitchen,3,104.57,North
100389,2024-01-16,P0065,Apparel,4,34.27,North
100390,2024-01-16,P0067,Electronics,2,675.71,East
100391,2024-01-16,P0025,Groceries,3,8.55,East
100392,2024-01-16,P0109,Apparel,2,108.13,South
100393,2024-01-17,P0040,Groceries,1,18.75,West
100394,2024-01-17,P0066,Groceries,6,17.18,East
100395,2024-01-17,P0010,Home & Kitchen,2,83.95,West
100396,2024-01-17,P0045,Apparel,2,19.93,West
100397,2024-01-17,P0018,Groceries,5,16.65,North
100398,2024-01-17,P0087,Home & Kitchen,1,24.8,West
100399,2024-01-17,P0109,Apparel,3,108.13,North
100400,2024-01-17,P0110,Electronics,1,549.17,West
100401,2024-01-17,P0073,Electronics,2,732.28,West
100402,2024-01-17,P0001,Groceries,2,20.57,South
100403,2024-01-17,P0099,Electronics,2,561.75,South
100404,2024-01-17,P0008,Beauty,1,78.16,North
100405,2024-01-17,P0109,Apparel,2,108.13,North
100406,2024-01-17,P0057,Electronics,1,589.84,East
100407,2024-01-17,P0116,Beauty,3,66.41,East
100408,2024-01-17,P0051,Sports,2,138.74,West
100409,2024-01-17,P0064,Apparel,3,106.51,East
100410,2024-01-17,P0007,Electronics,1,676.25,East
100411,2024-01-17,P0117,Beauty,9,28.87,South
100412,2024-01-17,P0114,Beauty,3,46.86,South
100413,2024-01-17,P0017,Apparel,1,66.48,West
100414,2024-01-17,P0102,Home & Kitchen,2,91.72,North
100415,2024-01-17,P0022,Electronics,1,291.21,North
100416,2024-01-17,P0050,Apparel,2,75.0,North
100417,2024-01-17,P0090,Groceries,2,4.94,North
100418,2024-01-17,P0043,Electronics,2,550.8,North
100419,2024-01-17,P0004,Home & Kitchen,2,29.86,South
100420,2024-01-18,P0066,Groceries,8,17.18,North
100421,2024-01-18,P0095,Beauty,1,65.54,North
100422,2024-01-18,P0039,Home & Kitchen,1,47.08,South
100423,2024-01-18,P0052,Beauty,1,5.57,North
100424,2024-01-18,P0058,Apparel,1,52.54,West
100425,2024-01-18,P0093,Beauty,1,60.42,South
100426,2024-01-18,P0016,Apparel,2,41.99,North
100427,2024-01-18,P0069,Electronics,2,480.16,North
100428,2024-01-18,P0083,Apparel,2,27.78,West
100429,2024-01-18,P0008,Beauty,3,73.16,East
100430,2024-01-18,P0077,Beauty,5,66.71,South
100431,2024-01-18,P0113,Sports,1,119.61,North
100432,2024-01-18,P0041,Electronics,1,352.92,East
100433,2024-01-18,P0043,Electronics,1,523.57,East
100434,2024-01-18,P0104,Groceries,4,10.46,East
100435,2024-01-18,P0045,Apparel,1,19.93,West
100436,2024-01-18,P0114,Beauty,4,46.86,South
100437,2024-01-18,P0045,Apparel,1,19.93,West
100438,2024-01-18,P0082,Home & Kitchen,1,26.36,South
100439,2024-01-18,P0049,Groceries,7,2.94,East
100440,2024-01-18,P0055,Home & Kitchen,4,102.1,East
100441,2024-01-18,P0030,Electronics,2,309.48,North
100442,2024-01-18,P0088,Home & Kitchen,1,104.57,West
100443,2024-01-18,P0009,Home & Kitchen,2,15.94,North
100444,2024-01-18,P0118,Apparel,2,12.67,North
100445,2024-01-18,P0038,Electronics,1,637.9,North
100446,2024-01-18,P0097,Groceries,4,9.48,North
100447,2024-01-18,P0107,Groceries,6,24.38,North
100448,2024-01-19,P0018,Groceries,5,15.91,South
100449,2024-01-19,P0116,Beauty,4,66.41,South
100450,2024-01-19,P0069,Electronics,1,480.16,East
100451,2024-01-19,P0074,Beauty,1,58.81,South
100452,2024-01-19,P0011,Electronics,1,395.31,South
100453,2024-01-19,P0120,Groceries,5,5.51,South
100454,2024-01-19,P0031,Home & Kitchen,2,137.62,East
100455,2024-01-19,P0070,Sports,1,55.95,South
100456,2024-01-19,P0060,Apparel,1,25.13,West
100457,2024-01-19,P0055,Home & Kitchen,1,102.1,East
100458,2024-01-19,P0016,Apparel,1,45.55,South
100459,2024-01-19,P0063,Beauty,5,83.6,South
100460,2024-01-19,P0075,Home & Kitchen,1,60.77,West
100461,2024-01-19,P0090,Groceries,5,5.7,West
100462,2024-01-19,P0072,Apparel,3,104.08,South
100463,2024-01-19,P0041,Electronics,3,370.09,South
100464,2024-01-19,P0048,Groceries,8,5.73,West
100465,2024-01-19,P0015,Apparel,3,113.72,North
100466,2024-01-19,P0094,Groceries,3,7.16,North
100467,2024-01-19,P0119,Sports,2,132.64,North
100468,2024-01-19,P0056,Sports,2,43.13,West
100469,2024-01-19,P0043,Electronics,1,550.8,South
100470,2024-01-19,P0103,Apparel,2,20.3,East
100471,2024-01-19,P0066,Groceries,1,17.18,West
100472,2024-01-19,P0038,Electronics,3,637.9,South
100473,2024-01-19,P0059,Electronics,2,756.34,North
100474,2024-01-19,P0056,Sports,1,43.13,East
100475,2024-01-19,P0081,Beauty,2,59.57,South
100476,2024-01-19,P0106,Apparel,2,36.84,South
100477,2024-01-19,P0090,Groceries,1,5.7,North
100478,2024-01-19,P0088,Home & Kitchen,1,104.57,West
100479,2024-01-19,P0071,Beauty,2,12.91,South
100480,2024-01-20,P0029,Home & Kitchen,3,21.95,West
100481,2024-01-20,P0079,Apparel,1,107.58,North
100482,2024-01-20,P0001,Groceries,6,20.57,North
100483,2024-01-20,P0074,Beauty,1,58.81,West
100484,2024-01-20,P0034,Sports,1,103.0,North
100485,2024-01-20,P0081,Beauty,4,59.57,North
100486,2024-01-20,P0023,Apparel,2,64.7,East
100487,2024-01-20,P0091,Electronics,1,493.14,North
100488,2024-01-20,P0078,Electronics,2,730.03,South
100489,2024-01-20,P0058,Apparel,2,52.54,South
100490,2024-01-20,P0071,Beauty,4,12.91,East
100491,2024-01-20,P0080,Electronics,1,650.32,North
100492,2024-01-20,P0002,Sports,1,180.26,North
100493,2024-01-20,P0090,Groceries,3,5.7,North
100494,2024-01-20,P0017,Apparel,2,67.07,West
100495,2024-01-20,P0050,Apparel,3,75.0,East
100496,2024-01-20,P0112,Electronics,1,0.0,West
100497,2024-01-20,P0020,Apparel,2,116.9,South
100498,2024-01-20,P0090,Groceries,8,5.7,West
100499,2024-01-20,P0055,Home & Kitchen,4,102.1,North
100500,2024-01-20,P0025,Groceries,6,8.55,East
100501,2024-01-20,P0026,Beauty,1,8.14,North
100502,2024-01-20,P0002,Sports,2,180.26,East
100503,2024-01-20,P0026,Beauty,2,7.36,South
100504,2024-01-20,P0002,Sports,1,180.26,East
